stage,outer_fold,inner_fold,candidate,family,architecture,scaling,rank_strategy,score,rmse_p,rmse_so,mae_p,mae_so,prior_rmse_p,prior_rmse_so,storage_floats,fit_seconds,elapsed_seconds,status,error,config_json
A1-structure,9,3,TBMD-joint-b56a0d74debf,TBMD,joint,minmax,fixed,0.4367677525365439,0.0614333540925881,0.0007210672949129978,0.030285305543302592,0.000241932776718387,1.23376047076031,0.0009087911905493595,163108,0.42049054100061767,0.5320012919983128,ok,,"{""architecture"": ""joint"", ""family"": ""TBMD"", ""id"": ""TBMD-joint-b56a0d74debf"", ""modal_rank"": 16, ""property_rank"": 2, ""property_weights"": [1.0, 1.0], ""rank_strategy"": ""fixed"", ""scaling"": ""minmax"", ""spatial_ranks"": [96, 48]}"
A1-structure,9,3,TBMD-joint-2e810a40b202,TBMD,joint,minmax,fixed,0.43243660471745504,0.061170904334470054,0.0007137019421866484,0.029598406767498836,0.00022571098763963325,1.23376047076031,0.0009087911905493595,235133,0.5560286250038189,0.6766930829980993,ok,,"{""architecture"": ""joint"", ""family"": ""TBMD"", ""id"": ""TBMD-joint-2e810a40b202"", ""modal_rank"": 16, ""property_rank"": 2, ""property_weights"": [1.0, 1.0], ""rank_strategy"": ""fixed"", ""scaling"": ""minmax"", ""spatial_ranks"": [139, 48]}"
A1-structure,9,3,TBMD-joint-92029b032b97,TBMD,joint,minmax,fixed,0.8538877538490519,0.15250600121064828,0.0013873109501184007,0.09360480043750463,0.0006161016677673881,1.23376047076031,0.0009087911905493595,60356,0.2829771249962505,0.39566091599408537,ok,,"{""architecture"": ""joint"", ""family"": ""TBMD"", ""id"": ""TBMD-joint-92029b032b97"", ""modal_rank"": 8, ""property_rank"": 2, ""property_weights"": [1.0, 1.0], ""rank_strategy"": ""fixed"", ""scaling"": ""minmax"", ""spatial_ranks"": [64, 48]}"
A1-structure,9,3,TBMD-joint-d964c0ccb709,TBMD,joint,minmax,fixed,0.7289035195001228,0.061170174775802194,0.0012495159607319444,0.034263236183143024,0.000566124566094007,1.23376047076031,0.0009087911905493595,158660,0.3568647909996798,0.48214295899379067,ok,,"{""architecture"": ""joint"", ""family"": ""TBMD"", ""id"": ""TBMD-joint-d964c0ccb709"", ""modal_rank"": 24, ""property_rank"": 2, ""property_weights"": [1.0, 1.0], ""rank_strategy"": ""fixed"", ""scaling"": ""minmax"", ""spatial_ranks"": [64, 48]}"
A1-structure,9,3,TBMD-joint-35d31a161997,TBMD,joint,minmax,fixed,0.6915633336869446,0.052740505498056776,0.0011873400136370993,0.028859132409214627,0.0005388047452996586,1.23376047076031,0.0009087911905493595,207812,0.43698454200057313,0.5688957500024117,ok,,"{""architecture"": ""joint"", ""family"": ""TBMD"", ""id"": ""TBMD-joint-35d31a161997"", ""modal_rank"": 32, ""property_rank"": 2, ""property_weights"": [1.0, 1.0], ""rank_strategy"": ""fixed"", ""scaling"": ""minmax"", ""spatial_ranks"": [64, 48]}"
A1-structure,9,3,TBMD-joint-3777c1410e57,TBMD,joint,minmax,fixed,0.6005162275550187,0.1475795054539379,0.0009416631508197215,0.0893543630485852,0.00033669691872440346,1.23376047076031,0.0009087911905493595,74868,0.31716250000317814,0.4240388339967467,ok,,"{""architecture"": ""joint"", ""family"": ""TBMD"", ""id"": ""TBMD-joint-3777c1410e57"", ""modal_rank"": 8, ""property_rank"": 2, ""property_weights"": [1.0, 1.0], ""rank_strategy"": ""fixed"", ""scaling"": ""minmax"", ""spatial_ranks"": [80, 48]}"
A1-structure,9,3,TBMD-joint-b91e1456e8af,TBMD,joint,minmax,fixed,0.4242508806490084,0.040406003709539125,0.0007216554623242956,0.022549865643646028,0.000275961707174061,1.23376047076031,0.0009087911905493595,197748,0.40586416700534755,0.5378448749979725,ok,,"{""architecture"": ""joint"", ""family"": ""TBMD"", ""id"": ""TBMD-joint-b91e1456e8af"", ""modal_rank"": 24, ""property_rank"": 2, ""property_weights"": [1.0, 1.0], ""rank_strategy"": ""fixed"", ""scaling"": ""minmax"", ""spatial_ranks"": [80, 48]}"
A1-structure,9,3,TBMD-joint-acd9116c1da9,TBMD,joint,minmax,fixed,0.35371429222946604,0.025092381838410015,0.0006019368764055433,0.01475878727832286,0.00023399313751058218,1.23376047076031,0.0009087911905493595,259188,0.4859767500020098,0.6106782919960096,ok,,"{""architecture"": ""joint"", ""family"": ""TBMD"", ""id"": ""TBMD-joint-acd9116c1da9"", ""modal_rank"": 32, ""property_rank"": 2, ""property_weights"": [1.0, 1.0], ""rank_strategy"": ""fixed"", ""scaling"": ""minmax"", ""spatial_ranks"": [80, 48]}"
A1-structure,9,3,TBMD-joint-2bc56fb4a5fe,TBMD,joint,minmax,fixed,132.8482557507439,4.0738463618478535,0.23414257636323152,3.3318211040943013,0.1915150994420625,1.23376047076031,0.0009087911905493595,60354,0.2969820409998647,0.3913805000047432,ok,,"{""architecture"": ""joint"", ""family"": ""TBMD"", ""id"": ""TBMD-joint-2bc56fb4a5fe"", ""modal_rank"": 16, ""property_rank"": 1, ""property_weights"": [1.0, 1.0], ""rank_strategy"": ""fixed"", ""scaling"": ""minmax"", ""spatial_ranks"": [64, 48]}"
A1-structure,9,3,TBMD-shared-independent-62966562b5d5,TBMD,shared-independent,minmax,fixed,2.5229917297571465,0.3608010969193393,0.004184087070894371,0.1732683274562655,0.0018504700924873187,1.23376047076031,0.0009087911905493595,45840,0.259209625000949,0.36272754200035706,ok,,"{""architecture"": ""shared-independent"", ""family"": ""TBMD"", ""id"": ""TBMD-shared-independent-62966562b5d5"", ""modal_rank"": 16, ""property_modal_ranks"": [8, 8], ""property_rank"": 2, ""property_weights"": [1.0, 1.0], ""rank_strategy"": ""fixed"", ""scaling"": ""minmax"", ""spatial_ranks"": [48, 48]}"
A1-structure,9,3,TBMD-shared-independent-57c004793f9c,TBMD,shared-independent,minmax,fixed,2.507581256286288,0.3546043588041768,0.004163076083230698,0.16407298651057592,0.0018376638718614064,1.23376047076031,0.0009087911905493595,64272,0.2651837500015972,0.37333912499889266,ok,,"{""architecture"": ""shared-independent"", ""family"": ""TBMD"", ""id"": ""TBMD-shared-independent-57c004793f9c"", ""modal_rank"": 24, ""property_modal_ranks"": [12, 12], ""property_rank"": 2, ""property_weights"": [1.0, 1.0], ""rank_strategy"": ""fixed"", ""scaling"": ""minmax"", ""spatial_ranks"": [48, 48]}"
A1-structure,9,3,TBMD-shared-independent-c56b0377282c,TBMD,shared-independent,minmax,fixed,2.4996884103380235,0.3515803510989721,0.004152100286959638,0.1603616008166617,0.0018313478498260935,1.23376047076031,0.0009087911905493595,82704,0.32425187500484753,0.44550770799833117,ok,,"{""architecture"": ""shared-independent"", ""family"": ""TBMD"", ""id"": ""TBMD-shared-independent-c56b0377282c"", ""modal_rank"": 32, ""property_modal_ranks"": [16, 16], ""property_rank"": 2, ""property_weights"": [1.0, 1.0], ""rank_strategy"": ""fixed"", ""scaling"": ""minmax"", ""spatial_ranks"": [48, 48]}"
A1-structure,9,3,TBMD-shared-independent-e9be86e375d4,TBMD,shared-independent,minmax,fixed,0.7456659127706624,0.10762363124504014,0.0012292401587309478,0.06540062643091524,0.0005535947497625061,1.23376047076031,0.0009087911905493595,60352,0.2445978749965434,0.3468672500021057,ok,,"{""architecture"": ""shared-independent"", ""family"": ""TBMD"", ""id"": ""TBMD-shared-independent-e9be86e375d4"", ""modal_rank"": 16, ""property_modal_ranks"": [8, 8], ""property_rank"": 2, ""property_weights"": [1.0, 1.0], ""rank_strategy"": ""fixed"", ""scaling"": ""minmax"", ""spatial_ranks"": [64, 48]}"
A1-structure,9,3,TBMD-shared-independent-a4e5a614f616,TBMD,shared-independent,minmax,fixed,0.6896487686598919,0.08449087734746141,0.0011531117413942221,0.04833581183631123,0.0005263063235739296,1.23376047076031,0.0009087911905493595,84928,0.29406254200148396,0.4048915000021225,ok,,"{""architecture"": ""shared-independent"", ""family"": ""TBMD"", ""id"": ""TBMD-shared-independent-a4e5a614f616"", ""modal_rank"": 24, ""property_modal_ranks"": [12, 12], ""property_rank"": 2, ""property_weights"": [1.0, 1.0], ""rank_strategy"": ""fixed"", ""scaling"": ""minmax"", ""spatial_ranks"": [64, 48]}"
A1-structure,9,3,TBMD-shared-independent-5cd0e7fcecd2,TBMD,shared-independent,minmax,fixed,0.6546543488787594,0.06951405556833512,0.0011069276926841797,0.03979316721322714,0.0005046529264693812,1.23376047076031,0.0009087911905493595,109504,0.3495132090029074,0.4690761670062784,ok,,"{""architecture"": ""shared-independent"", ""family"": ""TBMD"", ""id"": ""TBMD-shared-independent-5cd0e7fcecd2"", ""modal_rank"": 32, ""property_modal_ranks"": [16, 16], ""property_rank"": 2, ""property_weights"": [1.0, 1.0], ""rank_strategy"": ""fixed"", ""scaling"": ""minmax"", ""spatial_ranks"": [64, 48]}"
A1-structure,9,3,TBMD-shared-independent-7e72c28f4110,TBMD,shared-independent,minmax,fixed,0.42997102464249126,0.097959304849511,0.0006700140031819504,0.058766199726044195,0.0002519901636514645,1.23376047076031,0.0009087911905493595,74864,0.24315699999715434,0.3519103750004433,ok,,"{""architecture"": ""shared-independent"", ""family"": ""TBMD"", ""id"": ""TBMD-shared-independent-7e72c28f4110"", ""modal_rank"": 16, ""property_modal_ranks"": [8, 8], ""property_rank"": 2, ""property_weights"": [1.0, 1.0], ""rank_strategy"": ""fixed"", ""scaling"": ""minmax"", ""spatial_ranks"": [80, 48]}"
A1-structure,9,3,TBMD-shared-independent-38a2062d6de1,TBMD,shared-independent,minmax,fixed,0.3393471881019173,0.07318454302621809,0.0005320792448350961,0.041742521333454526,0.00021705715000315168,1.23376047076031,0.0009087911905493595,105584,0.31173924999893643,0.4112536660031765,ok,,"{""architecture"": ""shared-independent"", ""family"": ""TBMD"", ""id"": ""TBMD-shared-independent-38a2062d6de1"", ""modal_rank"": 24, ""property_modal_ranks"": [12, 12], ""property_rank"": 2, ""property_weights"": [1.0, 1.0], ""rank_strategy"": ""fixed"", ""scaling"": ""minmax"", ""spatial_ranks"": [80, 48]}"
A1-structure,9,3,TBMD-shared-independent-85dad870dc87,TBMD,shared-independent,minmax,fixed,0.27082595652964386,0.05265947519556589,0.0004302780608044881,0.030337952919457917,0.00018442931966106452,1.23376047076031,0.0009087911905493595,136304,0.32140895900374744,0.4267792079990613,ok,,"{""architecture"": ""shared-independent"", ""family"": ""TBMD"", ""id"": ""TBMD-shared-independent-85dad870dc87"", ""modal_rank"": 32, ""property_modal_ranks"": [16, 16], ""property_rank"": 2, ""property_weights"": [1.0, 1.0], ""rank_strategy"": ""fixed"", ""scaling"": ""minmax"", ""spatial_ranks"": [80, 48]}"
A1-structure,9,3,TBMD-independent-89acd749f20b,TBMD,independent,minmax,fixed,0.398159758393148,0.09790506277886553,0.0006130877819579003,0.05851045254476415,0.00019262795355186788,1.23376047076031,0.0009087911905493595,71552,0.2296496249982738,0.3256782079988625,ok,,"{""architecture"": ""independent"", ""family"": ""TBMD"", ""id"": ""TBMD-independent-89acd749f20b"", ""modal_rank"": 16, ""property_modal_ranks"": [8, 8], ""property_rank"": 2, ""property_weights"": [1.0, 1.0], ""rank_strategy"": ""fixed"", ""scaling"": ""minmax"", ""spatial_ranks"": [64, 48]}"
A1-structure,9,3,TBMD-independent-914899a1c032,TBMD,independent,minmax,fixed,0.30296557084252296,0.072814162249186,0.0004671354948088237,0.041248861428381065,0.00015428964769698602,1.23376047076031,0.0009087911905493595,96128,0.2555237910055439,0.3571403329988243,ok,,"{""architecture"": ""independent"", ""family"": ""TBMD"", ""id"": ""TBMD-independent-914899a1c032"", ""modal_rank"": 24, ""property_modal_ranks"": [12, 12], ""property_rank"": 2, ""property_weights"": [1.0, 1.0], ""rank_strategy"": ""fixed"", ""scaling"": ""minmax"", ""spatial_ranks"": [64, 48]}"
A1-structure,9,3,TBMD-independent-6dfc3aa03607,TBMD,independent,minmax,fixed,0.2260638382367137,0.05257571102962036,0.0003493992288706634,0.030241422757815037,0.00011987109921373733,1.23376047076031,0.0009087911905493595,120704,0.31163687499793014,0.42637083300360246,ok,,"{""architecture"": ""independent"", ""family"": ""TBMD"", ""id"": ""TBMD-independent-6dfc3aa03607"", ""modal_rank"": 32, ""property_modal_ranks"": [16, 16], ""property_rank"": 2, ""property_weights"": [1.0, 1.0], ""rank_strategy"": ""fixed"", ""scaling"": ""minmax"", ""spatial_ranks"": [64, 48]}"
A1-structure,9,3,TBMD-independent-afffe25a8ac6,TBMD,independent,minmax,fixed,0.39752456623587146,0.09687406450814667,0.000612849230360965,0.057111354563529726,0.00019096813960560054,1.23376047076031,0.0009087911905493595,88288,0.22050404199399054,0.322287666000193,ok,,"{""architecture"": ""independent"", ""family"": ""TBMD"", ""id"": ""TBMD-independent-afffe25a8ac6"", ""modal_rank"": 16, ""property_modal_ranks"": [8, 8], ""property_rank"": 2, ""property_weights"": [1.0, 1.0], ""rank_strategy"": ""fixed"", ""scaling"": ""minmax"", ""spatial_ranks"": [80, 48]}"
A1-structure,9,3,TBMD-independent-b93428985231,TBMD,independent,minmax,fixed,0.30252570412304564,0.07182247870363401,0.0004668834478135405,0.0396711866440431,0.0001514710935705512,1.23376047076031,0.0009087911905493595,119008,0.28800916700129164,0.3943945829960285,ok,,"{""architecture"": ""independent"", ""family"": ""TBMD"", ""id"": ""TBMD-independent-b93428985231"", ""modal_rank"": 24, ""property_modal_ranks"": [12, 12], ""property_rank"": 2, ""property_weights"": [1.0, 1.0], ""rank_strategy"": ""fixed"", ""scaling"": ""minmax"", ""spatial_ranks"": [80, 48]}"
A1-structure,9,3,TBMD-independent-2e7504c4caf6,TBMD,independent,minmax,fixed,0.22441043574079952,0.04998711042879986,0.00034901740132795884,0.027377441978792782,0.00011659718581014587,1.23376047076031,0.0009087911905493595,149728,0.3001640420043259,0.4220427909967839,ok,,"{""architecture"": ""independent"", ""family"": ""TBMD"", ""id"": ""TBMD-independent-2e7504c4caf6"", ""modal_rank"": 32, ""property_modal_ranks"": [16, 16], ""property_rank"": 2, ""property_weights"": [1.0, 1.0], ""rank_strategy"": ""fixed"", ""scaling"": ""minmax"", ""spatial_ranks"": [80, 48]}"
A1-structure,9,3,TBMD-joint-residual-f7f6fcb6ea00,TBMD,joint-residual,minmax,fixed,0.4596299934902836,0.06957207746456363,0.0007609435543850833,0.03743813971773748,0.0002788925616133657,1.23376047076031,0.0009087911905493595,122308,0.40169837499706773,0.513872541996534,ok,,"{""architecture"": ""joint-residual"", ""family"": ""TBMD"", ""id"": ""TBMD-joint-residual-f7f6fcb6ea00"", ""modal_rank"": 16, ""property_rank"": 2, ""property_weights"": [1.0, 1.0], ""rank_strategy"": ""fixed"", ""residual_rank"": 4, ""scaling"": ""minmax"", ""spatial_ranks"": [48, 48]}"
A1-structure,9,3,TBMD-joint-residual-34a11b56e487,TBMD,joint-residual,minmax,fixed,0.4510059542124125,0.05660673317464815,0.0007571898382992535,0.03203180613496318,0.0002728002820381967,1.23376047076031,0.0009087911905493595,161908,0.41361562500242144,0.5511671670028591,ok,,"{""architecture"": ""joint-residual"", ""family"": ""TBMD"", ""id"": ""TBMD-joint-residual-34a11b56e487"", ""modal_rank"": 16, ""property_rank"": 2, ""property_weights"": [1.0, 1.0], ""rank_strategy"": ""fixed"", ""residual_rank"": 8, ""scaling"": ""minmax"", ""spatial_ranks"": [48, 48]}"
A1-structure,9,3,TBMD-joint-residual-fad77c0e3d98,TBMD,joint-residual,minmax,fixed,0.4398052823467065,0.06318177049475907,0.0007270169470605763,0.032303623156648496,0.0002487960575450604,1.23376047076031,0.0009087911905493595,149108,0.4676169160011341,0.58972979200189,ok,,"{""architecture"": ""joint-residual"", ""family"": ""TBMD"", ""id"": ""TBMD-joint-residual-fad77c0e3d98"", ""modal_rank"": 16, ""property_rank"": 2, ""property_weights"": [1.0, 1.0], ""rank_strategy"": ""fixed"", ""residual_rank"": 4, ""scaling"": ""minmax"", ""spatial_ranks"": [64, 48]}"
A1-structure,9,3,TBMD-joint-residual-723209d14fc1,TBMD,joint-residual,minmax,fixed,0.4384847286692086,0.055250673971537774,0.0007350165834351936,0.029515691430981008,0.00024785321927166726,1.23376047076031,0.0009087911905493595,188708,0.4017287499955273,0.5071700420012348,ok,,"{""architecture"": ""joint-residual"", ""family"": ""TBMD"", ""id"": ""TBMD-joint-residual-723209d14fc1"", ""modal_rank"": 16, ""property_rank"": 2, ""property_weights"": [1.0, 1.0], ""rank_strategy"": ""fixed"", ""residual_rank"": 8, ""scaling"": ""minmax"", ""spatial_ranks"": [64, 48]}"
A1-structure,9,3,TBMD-joint-dd2685b17b74,TBMD,joint,minmax,energy,17.0882578721146,2.8123023813888692,0.028219651748405,1.6785476301651183,0.01577212467790386,1.23376047076031,0.0009087911905493595,2699,0.11953450000146404,0.20034149999992223,ok,,"{""architecture"": ""joint"", ""family"": ""TBMD"", ""id"": ""TBMD-joint-dd2685b17b74"", ""max_modal_rank"": 64, ""max_spatial_ranks"": [139, 48], ""modal_energy"": 0.99, ""property_rank"": 2, ""property_weights"": [1.0, 1.0], ""rank_strategy"": ""energy"", ""scaling"": ""minmax"", ""spatial_energy"": 0.99}"
A1-structure,9,3,TBMD-joint-d285b7f8d405,TBMD,joint,minmax,energy,7.421270449522599,1.0251462045086026,0.012400540650789334,0.6289189465678509,0.006676747025506722,1.23376047076031,0.0009087911905493595,11344,0.16841254199971445,0.2507477499966626,ok,,"{""architecture"": ""joint"", ""family"": ""TBMD"", ""id"": ""TBMD-joint-d285b7f8d405"", ""max_modal_rank"": 64, ""max_spatial_ranks"": [139, 48], ""modal_energy"": 0.999, ""property_rank"": 2, ""property_weights"": [1.0, 1.0], ""rank_strategy"": ""energy"", ""scaling"": ""minmax"", ""spatial_energy"": 0.999}"
A1-structure,9,3,TBMD-joint-007f1b029a14,TBMD,joint,minmax,energy,2.756738956937761,0.3744949416501677,0.004591113613111271,0.2032274876537751,0.002168990344693157,1.23376047076031,0.0009087911905493595,27184,0.24430550000397488,0.33851954100100556,ok,,"{""architecture"": ""joint"", ""family"": ""TBMD"", ""id"": ""TBMD-joint-007f1b029a14"", ""max_modal_rank"": 64, ""max_spatial_ranks"": [139, 48], ""modal_energy"": 0.9999, ""property_rank"": 2, ""property_weights"": [1.0, 1.0], ""rank_strategy"": ""energy"", ""scaling"": ""minmax"", ""spatial_energy"": 0.9999}"
A2-scaling-weight,9,1,TBMD-independent-7c1e423f01e9,TBMD,independent,none,fixed,0.26275992006564713,0.0498208287774349,0.0003172640689293327,0.024885648247504274,0.00010853253140712768,0.8102157324605468,0.0007036428769918272,149728,0.31668166699819267,0.44917708399589173,ok,,"{""architecture"": ""independent"", ""family"": ""TBMD"", ""id"": ""TBMD-independent-7c1e423f01e9"", ""modal_rank"": 32, ""property_modal_ranks"": [16, 16], ""property_rank"": 2, ""property_weights"": [1.0, 0.25], ""rank_strategy"": ""fixed"", ""scaling"": ""none"", ""spatial_ranks"": [80, 48]}"
A2-scaling-weight,9,1,TBMD-independent-e5c078b8cc5b,TBMD,independent,none,fixed,0.26275992006564713,0.0498208287774349,0.0003172640689293327,0.024885648247504274,0.00010853253140712768,0.8102157324605468,0.0007036428769918272,149728,0.3103154159980477,0.41956375000154367,ok,,"{""architecture"": ""independent"", ""family"": ""TBMD"", ""id"": ""TBMD-independent-e5c078b8cc5b"", ""modal_rank"": 32, ""property_modal_ranks"": [16, 16], ""property_rank"": 2, ""property_weights"": [1.0, 0.5], ""rank_strategy"": ""fixed"", ""scaling"": ""none"", ""spatial_ranks"": [80, 48]}"
A2-scaling-weight,9,1,TBMD-independent-502535b646bf,TBMD,independent,none,fixed,0.26275992006564713,0.0498208287774349,0.0003172640689293327,0.024885648247504274,0.00010853253140712768,0.8102157324605468,0.0007036428769918272,149728,0.2809497080015717,0.38276150000456255,ok,,"{""architecture"": ""independent"", ""family"": ""TBMD"", ""id"": ""TBMD-independent-502535b646bf"", ""modal_rank"": 32, ""property_modal_ranks"": [16, 16], ""property_rank"": 2, ""property_weights"": [1.0, 1.0], ""rank_strategy"": ""fixed"", ""scaling"": ""none"", ""spatial_ranks"": [80, 48]}"
A2-scaling-weight,9,1,TBMD-independent-49ddb52e8039,TBMD,independent,none,fixed,0.26275992006564713,0.0498208287774349,0.0003172640689293327,0.024885648247504274,0.00010853253140712768,0.8102157324605468,0.0007036428769918272,149728,0.28120462500373833,0.38575691699952586,ok,,"{""architecture"": ""independent"", ""family"": ""TBMD"", ""id"": ""TBMD-independent-49ddb52e8039"", ""modal_rank"": 32, ""property_modal_ranks"": [16, 16], ""property_rank"": 2, ""property_weights"": [1.0, 2.0], ""rank_strategy"": ""fixed"", ""scaling"": ""none"", ""spatial_ranks"": [80, 48]}"
A2-scaling-weight,9,1,TBMD-independent-d2d9aba389dc,TBMD,independent,none,fixed,0.26275992006564713,0.0498208287774349,0.0003172640689293327,0.024885648247504274,0.00010853253140712768,0.8102157324605468,0.0007036428769918272,149728,0.2756596250037546,0.3868598330009263,ok,,"{""architecture"": ""independent"", ""family"": ""TBMD"", ""id"": ""TBMD-independent-d2d9aba389dc"", ""modal_rank"": 32, ""property_modal_ranks"": [16, 16], ""property_rank"": 2, ""property_weights"": [1.0, 4.0], ""rank_strategy"": ""fixed"", ""scaling"": ""none"", ""spatial_ranks"": [80, 48]}"
A2-scaling-weight,9,1,TBMD-independent-9450042049eb,TBMD,independent,minmax,fixed,0.2612479455886248,0.04832647721776634,0.0003172640689190277,0.024954014228281685,0.00010853253070457945,0.8102157324605468,0.0007036428769918272,149728,0.31730037499801256,0.4254537909946521,ok,,"{""architecture"": ""independent"", ""family"": ""TBMD"", ""id"": ""TBMD-independent-9450042049eb"", ""modal_rank"": 32, ""property_modal_ranks"": [16, 16], ""property_rank"": 2, ""property_weights"": [1.0, 0.25], ""rank_strategy"": ""fixed"", ""scaling"": ""minmax"", ""spatial_ranks"": [80, 48]}"
A2-scaling-weight,9,1,TBMD-independent-1cf57171febc,TBMD,independent,minmax,fixed,0.2612479455886248,0.04832647721776634,0.0003172640689190277,0.024954014228281685,0.00010853253070457945,0.8102157324605468,0.0007036428769918272,149728,0.26049395900190575,0.3632406659962726,ok,,"{""architecture"": ""independent"", ""family"": ""TBMD"", ""id"": ""TBMD-independent-1cf57171febc"", ""modal_rank"": 32, ""property_modal_ranks"": [16, 16], ""property_rank"": 2, ""property_weights"": [1.0, 0.5], ""rank_strategy"": ""fixed"", ""scaling"": ""minmax"", ""spatial_ranks"": [80, 48]}"
A2-scaling-weight,9,1,TBMD-independent-2e7504c4caf6,TBMD,independent,minmax,fixed,0.2612479455886248,0.04832647721776634,0.0003172640689190277,0.024954014228281685,0.00010853253070457945,0.8102157324605468,0.0007036428769918272,149728,0.27486099999805447,0.3896654580021277,ok,,"{""architecture"": ""independent"", ""family"": ""TBMD"", ""id"": ""TBMD-independent-2e7504c4caf6"", ""modal_rank"": 32, ""property_modal_ranks"": [16, 16], ""property_rank"": 2, ""property_weights"": [1.0, 1.0], ""rank_strategy"": ""fixed"", ""scaling"": ""minmax"", ""spatial_ranks"": [80, 48]}"
A2-scaling-weight,9,1,TBMD-independent-73c85d0327ea,TBMD,independent,minmax,fixed,0.2612479455886248,0.04832647721776634,0.0003172640689190277,0.024954014228281685,0.00010853253070457945,0.8102157324605468,0.0007036428769918272,149728,0.2797501250024652,0.3862888329967973,ok,,"{""architecture"": ""independent"", ""family"": ""TBMD"", ""id"": ""TBMD-independent-73c85d0327ea"", ""modal_rank"": 32, ""property_modal_ranks"": [16, 16], ""property_rank"": 2, ""property_weights"": [1.0, 2.0], ""rank_strategy"": ""fixed"", ""scaling"": ""minmax"", ""spatial_ranks"": [80, 48]}"
A2-scaling-weight,9,1,TBMD-independent-22c4316a88f6,TBMD,independent,minmax,fixed,0.2612479455886248,0.04832647721776634,0.0003172640689190277,0.024954014228281685,0.00010853253070457945,0.8102157324605468,0.0007036428769918272,149728,0.27030158400157234,0.37298987500253133,ok,,"{""architecture"": ""independent"", ""family"": ""TBMD"", ""id"": ""TBMD-independent-22c4316a88f6"", ""modal_rank"": 32, ""property_modal_ranks"": [16, 16], ""property_rank"": 2, ""property_weights"": [1.0, 4.0], ""rank_strategy"": ""fixed"", ""scaling"": ""minmax"", ""spatial_ranks"": [80, 48]}"
A2-scaling-weight,9,1,TBMD-independent-8de878355912,TBMD,independent,standard,fixed,0.2647313744707413,0.04901114120413975,0.00032128493123661914,0.024941124027280204,0.00012272059362397465,0.8102157324605468,0.0007036428769918272,149728,0.27358295900194207,0.3804998749983497,ok,,"{""architecture"": ""independent"", ""family"": ""TBMD"", ""id"": ""TBMD-independent-8de878355912"", ""modal_rank"": 32, ""property_modal_ranks"": [16, 16], ""property_rank"": 2, ""property_weights"": [1.0, 0.25], ""rank_strategy"": ""fixed"", ""scaling"": ""standard"", ""spatial_ranks"": [80, 48]}"
A2-scaling-weight,9,1,TBMD-independent-b4e1c25c3d73,TBMD,independent,standard,fixed,0.2647313744707413,0.04901114120413975,0.00032128493123661914,0.024941124027280204,0.00012272059362397465,0.8102157324605468,0.0007036428769918272,149728,0.31199383299826877,0.4293507500042324,ok,,"{""architecture"": ""independent"", ""family"": ""TBMD"", ""id"": ""TBMD-independent-b4e1c25c3d73"", ""modal_rank"": 32, ""property_modal_ranks"": [16, 16], ""property_rank"": 2, ""property_weights"": [1.0, 0.5], ""rank_strategy"": ""fixed"", ""scaling"": ""standard"", ""spatial_ranks"": [80, 48]}"
A2-scaling-weight,9,1,TBMD-independent-0d5f697f2044,TBMD,independent,standard,fixed,0.2647313744707413,0.04901114120413975,0.00032128493123661914,0.024941124027280204,0.00012272059362397465,0.8102157324605468,0.0007036428769918272,149728,0.3700697919994127,0.49023899999883724,ok,,"{""architecture"": ""independent"", ""family"": ""TBMD"", ""id"": ""TBMD-independent-0d5f697f2044"", ""modal_rank"": 32, ""property_modal_ranks"": [16, 16], ""property_rank"": 2, ""property_weights"": [1.0, 1.0], ""rank_strategy"": ""fixed"", ""scaling"": ""standard"", ""spatial_ranks"": [80, 48]}"
A2-scaling-weight,9,1,TBMD-independent-42988ddba440,TBMD,independent,standard,fixed,0.2647313744707413,0.04901114120413975,0.00032128493123661914,0.024941124027280204,0.00012272059362397465,0.8102157324605468,0.0007036428769918272,149728,0.30794395900011295,0.4275365830035298,ok,,"{""architecture"": ""independent"", ""family"": ""TBMD"", ""id"": ""TBMD-independent-42988ddba440"", ""modal_rank"": 32, ""property_modal_ranks"": [16, 16], ""property_rank"": 2, ""property_weights"": [1.0, 2.0], ""rank_strategy"": ""fixed"", ""scaling"": ""standard"", ""spatial_ranks"": [80, 48]}"
A2-scaling-weight,9,1,TBMD-independent-ddb2ef09e461,TBMD,independent,standard,fixed,0.2647313744707413,0.04901114120413975,0.00032128493123661914,0.024941124027280204,0.00012272059362397465,0.8102157324605468,0.0007036428769918272,149728,0.41167270799633116,0.5370580830058316,ok,,"{""architecture"": ""independent"", ""family"": ""TBMD"", ""id"": ""TBMD-independent-ddb2ef09e461"", ""modal_rank"": 32, ""property_modal_ranks"": [16, 16], ""property_rank"": 2, ""property_weights"": [1.0, 4.0], ""rank_strategy"": ""fixed"", ""scaling"": ""standard"", ""spatial_ranks"": [80, 48]}"
A2-scaling-weight,9,1,TBMD-independent-be40097968c0,TBMD,independent,rms,fixed,0.26275992016642824,0.049820828925925015,0.00031726406892975686,0.024885648205020667,0.00010853253129151326,0.8102157324605468,0.0007036428769918272,149728,0.34873595899989596,0.4675319999951171,ok,,"{""architecture"": ""independent"", ""family"": ""TBMD"", ""id"": ""TBMD-independent-be40097968c0"", ""modal_rank"": 32, ""property_modal_ranks"": [16, 16], ""property_rank"": 2, ""property_weights"": [1.0, 0.25], ""rank_strategy"": ""fixed"", ""scaling"": ""rms"", ""spatial_ranks"": [80, 48]}"
